,Notes,State,State Code,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population
1616,,Connecticut,9,2019.0,Other synthetic narcotics,T40.4,960,3565287
1617,,Connecticut,9,2019.0,Cocaine,T40.5,382,3565287
1618,,Connecticut,9,2019.0,Other and unspecified narcotics,T40.6,Suppressed,3565287
1619,,Connecticut,9,2019.0,Cannabis (derivatives),T40.7,Suppressed,3565287
1620,,Connecticut,9,2019.0,Lysergide [LSD],T40.8,Suppressed,3565287
1621,,Connecticut,9,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,3565287
1622,Total,Connecticut,9,2019.0,,,1995,3565287
1623,Total,Connecticut,9,,,,13308,74154436
1624,,Delaware,10,1999.0,Opium,T40.0,Suppressed,774990
1625,,Delaware,10,1999.0,Heroin,T40.1,14,774990
1626,,Delaware,10,1999.0,Other opioids,T40.2,Suppressed,774990
1627,,Delaware,10,1999.0,Methadone,T40.3,Suppressed,774990
1628,,Delaware,10,1999.0,Other synthetic narcotics,T40.4,Suppressed,774990
1629,,Delaware,10,1999.0,Cocaine,T40.5,13,774990
1630,,Delaware,10,1999.0,Other and unspecified narcotics,T40.6,12,774990
1631,,Delaware,10,1999.0,Cannabis (derivatives),T40.7,Suppressed,774990
1632,,Delaware,10,1999.0,Lysergide [LSD],T40.8,Suppressed,774990
1633,,Delaware,10,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,774990
1634,Total,Delaware,10,1999.0,,,48,774990
1635,,Delaware,10,2000.0,Opium,T40.0,Suppressed,783600
1636,,Delaware,10,2000.0,Heroin,T40.1,Suppressed,783600
1637,,Delaware,10,2000.0,Other opioids,T40.2,Suppressed,783600
1638,,Delaware,10,2000.0,Methadone,T40.3,Suppressed,783600
1639,,Delaware,10,2000.0,Other synthetic narcotics,T40.4,Suppressed,783600
1640,,Delaware,10,2000.0,Cocaine,T40.5,14,783600
1641,,Delaware,10,2000.0,Other and unspecified narcotics,T40.6,14,783600
1642,,Delaware,10,2000.0,Cannabis (derivatives),T40.7,Suppressed,783600
1643,,Delaware,10,2000.0,Lysergide [LSD],T40.8,Suppressed,783600
1644,,Delaware,10,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,783600
1645,Total,Delaware,10,2000.0,,,55,783600
1646,,Delaware,10,2001.0,Opium,T40.0,Suppressed,795699
1647,,Delaware,10,2001.0,Heroin,T40.1,Suppressed,795699
1648,,Delaware,10,2001.0,Other opioids,T40.2,11,795699
1649,,Delaware,10,2001.0,Methadone,T40.3,Suppressed,795699
1650,,Delaware,10,2001.0,Other synthetic narcotics,T40.4,Suppressed,795699
1651,,Delaware,10,2001.0,Cocaine,T40.5,16,795699
1652,,Delaware,10,2001.0,Other and unspecified narcotics,T40.6,13,795699
1653,,Delaware,10,2001.0,Cannabis (derivatives),T40.7,Suppressed,795699
1654,,Delaware,10,2001.0,Lysergide [LSD],T40.8,Suppressed,795699
1655,,Delaware,10,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,795699
1656,Total,Delaware,10,2001.0,,,58,795699
1657,,Delaware,10,2002.0,Opium,T40.0,Suppressed,806169
1658,,Delaware,10,2002.0,Heroin,T40.1,15,806169
1659,,Delaware,10,2002.0,Other opioids,T40.2,23,806169
1660,,Delaware,10,2002.0,Methadone,T40.3,Suppressed,806169
1661,,Delaware,10,2002.0,Other synthetic narcotics,T40.4,Suppressed,806169
1662,,Delaware,10,2002.0,Cocaine,T40.5,27,806169
1663,,Delaware,10,2002.0,Other and unspecified narcotics,T40.6,Suppressed,806169
1664,,Delaware,10,2002.0,Cannabis (derivatives),T40.7,Suppressed,806169
1665,,Delaware,10,2002.0,Lysergide [LSD],T40.8,Suppressed,806169
1666,,Delaware,10,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,806169
1667,Total,Delaware,10,2002.0,,,86,806169
1668,,Delaware,10,2003.0,Opium,T40.0,Suppressed,818003
1669,,Delaware,10,2003.0,Heroin,T40.1,Suppressed,818003
1670,,Delaware,10,2003.0,Other opioids,T40.2,16,818003
1671,,Delaware,10,2003.0,Methadone,T40.3,15,818003
1672,,Delaware,10,2003.0,Other synthetic narcotics,T40.4,Suppressed,818003
1673,,Delaware,10,2003.0,Cocaine,T40.5,14,818003
1674,,Delaware,10,2003.0,Other and unspecified narcotics,T40.6,Suppressed,818003
1675,,Delaware,10,2003.0,Cannabis (derivatives),T40.7,Suppressed,818003
1676,,Delaware,10,2003.0,Lysergide [LSD],T40.8,Suppressed,818003
1677,,Delaware,10,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,818003
1678,Total,Delaware,10,2003.0,,,68,818003
1679,,Delaware,10,2004.0,Opium,T40.0,Suppressed,830803
1680,,Delaware,10,2004.0,Heroin,T40.1,Suppressed,830803
1681,,Delaware,10,2004.0,Other opioids,T40.2,15,830803
1682,,Delaware,10,2004.0,Methadone,T40.3,Suppressed,830803
1683,,Delaware,10,2004.0,Other synthetic narcotics,T40.4,Suppressed,830803
1684,,Delaware,10,2004.0,Cocaine,T40.5,18,830803
1685,,Delaware,10,2004.0,Other and unspecified narcotics,T40.6,Suppressed,830803
1686,,Delaware,10,2004.0,Cannabis (derivatives),T40.7,Suppressed,830803
1687,,Delaware,10,2004.0,Lysergide [LSD],T40.8,Suppressed,830803
1688,,Delaware,10,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,830803
1689,Total,Delaware,10,2004.0,,,61,830803
1690,,Delaware,10,2005.0,Opium,T40.0,Suppressed,845150
1691,,Delaware,10,2005.0,Heroin,T40.1,Suppressed,845150
1692,,Delaware,10,2005.0,Other opioids,T40.2,12,845150
1693,,Delaware,10,2005.0,Methadone,T40.3,10,845150
1694,,Delaware,10,2005.0,Other synthetic narcotics,T40.4,Suppressed,845150
1695,,Delaware,10,2005.0,Cocaine,T40.5,12,845150
1696,,Delaware,10,2005.0,Other and unspecified narcotics,T40.6,Suppressed,845150
1697,,Delaware,10,2005.0,Cannabis (derivatives),T40.7,Suppressed,845150
1698,,Delaware,10,2005.0,Lysergide [LSD],T40.8,Suppressed,845150
1699,,Delaware,10,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,845150
1700,Total,Delaware,10,2005.0,,,50,845150
1701,,Delaware,10,2006.0,Opium,T40.0,Suppressed,859268
1702,,Delaware,10,2006.0,Heroin,T40.1,Suppressed,859268
1703,,Delaware,10,2006.0,Other opioids,T40.2,16,859268
1704,,Delaware,10,2006.0,Methadone,T40.3,16,859268
1705,,Delaware,10,2006.0,Other synthetic narcotics,T40.4,14,859268
1706,,Delaware,10,2006.0,Cocaine,T40.5,19,859268
1707,,Delaware,10,2006.0,Other and unspecified narcotics,T40.6,Suppressed,859268
1708,,Delaware,10,2006.0,Cannabis (derivatives),T40.7,Suppressed,859268
1709,,Delaware,10,2006.0,Lysergide [LSD],T40.8,Suppressed,859268
1710,,Delaware,10,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,859268
1711,Total,Delaware,10,2006.0,,,76,859268
1712,,Delaware,10,2007.0,Opium,T40.0,Suppressed,871749
1713,,Delaware,10,2007.0,Heroin,T40.1,10,871749
1714,,Delaware,10,2007.0,Other opioids,T40.2,15,871749
1715,,Delaware,10,2007.0,Methadone,T40.3,22,871749
1716,,Delaware,10,2007.0,Other synthetic narcotics,T40.4,Suppressed,871749
1717,,Delaware,10,2007.0,Cocaine,T40.5,14,871749
1718,,Delaware,10,2007.0,Other and unspecified narcotics,T40.6,Suppressed,871749
1719,,Delaware,10,2007.0,Cannabis (derivatives),T40.7,Suppressed,871749
1720,,Delaware,10,2007.0,Lysergide [LSD],T40.8,Suppressed,871749
1721,,Delaware,10,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,871749
1722,Total,Delaware,10,2007.0,,,70,871749
1723,,Delaware,10,2008.0,Opium,T40.0,Suppressed,883874
1724,,Delaware,10,2008.0,Heroin,T40.1,Suppressed,883874
1725,,Delaware,10,2008.0,Other opioids,T40.2,31,883874
1726,,Delaware,10,2008.0,Methadone,T40.3,19,883874
1727,,Delaware,10,2008.0,Other synthetic narcotics,T40.4,Suppressed,883874
1728,,Delaware,10,2008.0,Cocaine,T40.5,15,883874
1729,,Delaware,10,2008.0,Other and unspecified narcotics,T40.6,13,883874
1730,,Delaware,10,2008.0,Cannabis (derivatives),T40.7,Suppressed,883874
1731,,Delaware,10,2008.0,Lysergide [LSD],T40.8,Suppressed,883874
1732,,Delaware,10,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,883874
1733,Total,Delaware,10,2008.0,,,93,883874
1734,,Delaware,10,2009.0,Opium,T40.0,Suppressed,891730
1735,,Delaware,10,2009.0,Heroin,T40.1,Suppressed,891730
1736,,Delaware,10,2009.0,Other opioids,T40.2,47,891730
1737,,Delaware,10,2009.0,Methadone,T40.3,25,891730
1738,,Delaware,10,2009.0,Other synthetic narcotics,T40.4,21,891730
1739,,Delaware,10,2009.0,Cocaine,T40.5,21,891730
1740,,Delaware,10,2009.0,Other and unspecified narcotics,T40.6,Suppressed,891730
1741,,Delaware,10,2009.0,Cannabis (derivatives),T40.7,Suppressed,891730
1742,,Delaware,10,2009.0,Lysergide [LSD],T40.8,Suppressed,891730
1743,,Delaware,10,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,891730
1744,Total,Delaware,10,2009.0,,,132,891730
1745,,Delaware,10,2010.0,Opium,T40.0,Suppressed,897934
1746,,Delaware,10,2010.0,Heroin,T40.1,17,897934
1747,,Delaware,10,2010.0,Other opioids,T40.2,56,897934
1748,,Delaware,10,2010.0,Methadone,T40.3,25,897934
1749,,Delaware,10,2010.0,Other synthetic narcotics,T40.4,17,897934
1750,,Delaware,10,2010.0,Cocaine,T40.5,27,897934
1751,,Delaware,10,2010.0,Other and unspecified narcotics,T40.6,14,897934
1752,,Delaware,10,2010.0,Cannabis (derivatives),T40.7,Suppressed,897934
1753,,Delaware,10,2010.0,Lysergide [LSD],T40.8,Suppressed,897934
1754,,Delaware,10,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,897934
1755,Total,Delaware,10,2010.0,,,156,897934
1756,,Delaware,10,2011.0,Opium,T40.0,Suppressed,907135
1757,,Delaware,10,2011.0,Heroin,T40.1,15,907135
1758,,Delaware,10,2011.0,Other opioids,T40.2,65,907135
1759,,Delaware,10,2011.0,Methadone,T40.3,23,907135
1760,,Delaware,10,2011.0,Other synthetic narcotics,T40.4,14,907135
1761,,Delaware,10,2011.0,Cocaine,T40.5,15,907135
1762,,Delaware,10,2011.0,Other and unspecified narcotics,T40.6,19,907135
1763,,Delaware,10,2011.0,Cannabis (derivatives),T40.7,Suppressed,907135
1764,,Delaware,10,2011.0,Lysergide [LSD],T40.8,Suppressed,907135
1765,,Delaware,10,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,907135
1766,Total,Delaware,10,2011.0,,,151,907135
1767,,Delaware,10,2012.0,Opium,T40.0,Suppressed,917092
1768,,Delaware,10,2012.0,Heroin,T40.1,20,917092
1769,,Delaware,10,2012.0,Other opioids,T40.2,37,917092
1770,,Delaware,10,2012.0,Methadone,T40.3,11,917092
1771,,Delaware,10,2012.0,Other synthetic narcotics,T40.4,18,917092
1772,,Delaware,10,2012.0,Cocaine,T40.5,26,917092
1773,,Delaware,10,2012.0,Other and unspecified narcotics,T40.6,19,917092
1774,,Delaware,10,2012.0,Cannabis (derivatives),T40.7,Suppressed,917092
1775,,Delaware,10,2012.0,Lysergide [LSD],T40.8,Suppressed,917092
1776,,Delaware,10,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,917092
1777,Total,Delaware,10,2012.0,,,131,917092
1778,,Delaware,10,2013.0,Opium,T40.0,Suppressed,925749
1779,,Delaware,10,2013.0,Heroin,T40.1,39,925749
1780,,Delaware,10,2013.0,Other opioids,T40.2,35,925749
1781,,Delaware,10,2013.0,Methadone,T40.3,22,925749
1782,,Delaware,10,2013.0,Other synthetic narcotics,T40.4,23,925749
1783,,Delaware,10,2013.0,Cocaine,T40.5,20,925749
1784,,Delaware,10,2013.0,Other and unspecified narcotics,T40.6,20,925749
1785,,Delaware,10,2013.0,Cannabis (derivatives),T40.7,Suppressed,925749
1786,,Delaware,10,2013.0,Lysergide [LSD],T40.8,Suppressed,925749
1787,,Delaware,10,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,925749
1788,Total,Delaware,10,2013.0,,,159,925749
1789,,Delaware,10,2014.0,Opium,T40.0,Suppressed,935614
1790,,Delaware,10,2014.0,Heroin,T40.1,54,935614
1791,,Delaware,10,2014.0,Other opioids,T40.2,38,935614
1792,,Delaware,10,2014.0,Methadone,T40.3,25,935614
1793,,Delaware,10,2014.0,Other synthetic narcotics,T40.4,29,935614
1794,,Delaware,10,2014.0,Cocaine,T40.5,21,935614
1795,,Delaware,10,2014.0,Other and unspecified narcotics,T40.6,10,935614
1796,,Delaware,10,2014.0,Cannabis (derivatives),T40.7,Suppressed,935614
1797,,Delaware,10,2014.0,Lysergide [LSD],T40.8,Suppressed,935614
1798,,Delaware,10,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,935614
1799,Total,Delaware,10,2014.0,,,177,935614
1800,,Delaware,10,2015.0,Opium,T40.0,Suppressed,945934
1801,,Delaware,10,2015.0,Heroin,T40.1,66,945934
1802,,Delaware,10,2015.0,Other opioids,T40.2,37,945934
1803,,Delaware,10,2015.0,Methadone,T40.3,14,945934
1804,,Delaware,10,2015.0,Other synthetic narcotics,T40.4,40,945934
1805,,Delaware,10,2015.0,Cocaine,T40.5,26,945934
1806,,Delaware,10,2015.0,Other and unspecified narcotics,T40.6,13,945934
1807,,Delaware,10,2015.0,Cannabis (derivatives),T40.7,Suppressed,945934
1808,,Delaware,10,2015.0,Lysergide [LSD],T40.8,Suppressed,945934
1809,,Delaware,10,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,945934
1810,Total,Delaware,10,2015.0,,,197,945934
1811,,Delaware,10,2016.0,Opium,T40.0,Suppressed,952065
1812,,Delaware,10,2016.0,Heroin,T40.1,56,952065
1813,,Delaware,10,2016.0,Other opioids,T40.2,34,952065
1814,,Delaware,10,2016.0,Methadone,T40.3,12,952065
1815,,Delaware,10,2016.0,Other synthetic narcotics,T40.4,80,952065
1816,,Delaware,10,2016.0,Cocaine,T40.5,58,952065
1817,,Delaware,10,2016.0,Other and unspecified narcotics,T40.6,10,952065
1818,,Delaware,10,2016.0,Cannabis (derivatives),T40.7,Suppressed,952065
1819,,Delaware,10,2016.0,Lysergide [LSD],T40.8,Suppressed,952065
1820,,Delaware,10,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,952065
1821,Total,Delaware,10,2016.0,,,250,952065
1822,,Delaware,10,2017.0,Opium,T40.0,Suppressed,961939
1823,,Delaware,10,2017.0,Heroin,T40.1,122,961939
1824,,Delaware,10,2017.0,Other opioids,T40.2,67,961939
1825,,Delaware,10,2017.0,Methadone,T40.3,15,961939
1826,,Delaware,10,2017.0,Other synthetic narcotics,T40.4,181,961939
1827,,Delaware,10,2017.0,Cocaine,T40.5,112,961939
1828,,Delaware,10,2017.0,Other and unspecified narcotics,T40.6,24,961939
1829,,Delaware,10,2017.0,Cannabis (derivatives),T40.7,Suppressed,961939
1830,,Delaware,10,2017.0,Lysergide [LSD],T40.8,Suppressed,961939
1831,,Delaware,10,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,961939
1832,Total,Delaware,10,2017.0,,,521,961939
1833,,Delaware,10,2018.0,Opium,T40.0,Suppressed,967171
1834,,Delaware,10,2018.0,Heroin,T40.1,143,967171
1835,,Delaware,10,2018.0,Other opioids,T40.2,63,967171
1836,,Delaware,10,2018.0,Methadone,T40.3,26,967171
1837,,Delaware,10,2018.0,Other synthetic narcotics,T40.4,297,967171
1838,,Delaware,10,2018.0,Cocaine,T40.5,142,967171
1839,,Delaware,10,2018.0,Other and unspecified narcotics,T40.6,48,967171
1840,,Delaware,10,2018.0,Cannabis (derivatives),T40.7,Suppressed,967171
1841,,Delaware,10,2018.0,Lysergide [LSD],T40.8,Suppressed,967171
1842,,Delaware,10,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,967171
1843,Total,Delaware,10,2018.0,,,728,967171
1844,,Delaware,10,2019.0,Opium,T40.0,Suppressed,973764
1845,,Delaware,10,2019.0,Heroin,T40.1,109,973764
1846,,Delaware,10,2019.0,Other opioids,T40.2,54,973764
1847,,Delaware,10,2019.0,Methadone,T40.3,28,973764
1848,,Delaware,10,2019.0,Other synthetic narcotics,T40.4,343,973764
1849,,Delaware,10,2019.0,Cocaine,T40.5,171,973764
1850,,Delaware,10,2019.0,Other and unspecified narcotics,T40.6,17,973764
1851,,Delaware,10,2019.0,Cannabis (derivatives),T40.7,Suppressed,973764
1852,,Delaware,10,2019.0,Lysergide [LSD],T40.8,Suppressed,973764
1853,,Delaware,10,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,973764
1854,Total,Delaware,10,2019.0,,,722,973764
1855,Total,Delaware,10,,,,3989,18545432
1856,,District of Columbia,11,1999.0,Opium,T40.0,Suppressed,570213
1857,,District of Columbia,11,1999.0,Heroin,T40.1,19,570213
1858,,District of Columbia,11,1999.0,Other opioids,T40.2,Suppressed,570213
1859,,District of Columbia,11,1999.0,Methadone,T40.3,Suppressed,570213
1860,,District of Columbia,11,1999.0,Other synthetic narcotics,T40.4,Suppressed,570213
1861,,District of Columbia,11,1999.0,Cocaine,T40.5,29,570213
1862,,District of Columbia,11,1999.0,Other and unspecified narcotics,T40.6,Suppressed,570213
1863,,District of Columbia,11,1999.0,Cannabis (derivatives),T40.7,Suppressed,570213
1864,,District of Columbia,11,1999.0,Lysergide [LSD],T40.8,Suppressed,570213
1865,,District of Columbia,11,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,570213
1866,Total,District of Columbia,11,1999.0,,,57,570213
1867,,District of Columbia,11,2000.0,Opium,T40.0,Suppressed,572059
1868,,District of Columbia,11,2000.0,Heroin,T40.1,Suppressed,572059
1869,,District of Columbia,11,2000.0,Other opioids,T40.2,Suppressed,572059
1870,,District of Columbia,11,2000.0,Methadone,T40.3,Suppressed,572059
1871,,District of Columbia,11,2000.0,Other synthetic narcotics,T40.4,Suppressed,572059
1872,,District of Columbia,11,2000.0,Cocaine,T40.5,43,572059
1873,,District of Columbia,11,2000.0,Other and unspecified narcotics,T40.6,28,572059
1874,,District of Columbia,11,2000.0,Cannabis (derivatives),T40.7,Suppressed,572059
1875,,District of Columbia,11,2000.0,Lysergide [LSD],T40.8,Suppressed,572059
1876,,District of Columbia,11,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,572059
1877,Total,District of Columbia,11,2000.0,,,86,572059
1878,,District of Columbia,11,2001.0,Opium,T40.0,Suppressed,574504
1879,,District of Columbia,11,2001.0,Heroin,T40.1,Suppressed,574504
1880,,District of Columbia,11,2001.0,Other opioids,T40.2,Suppressed,574504
1881,,District of Columbia,11,2001.0,Methadone,T40.3,Suppressed,574504
1882,,District of Columbia,11,2001.0,Other synthetic narcotics,T40.4,Suppressed,574504
1883,,District of Columbia,11,2001.0,Cocaine,T40.5,56,574504
1884,,District of Columbia,11,2001.0,Other and unspecified narcotics,T40.6,42,574504
1885,,District of Columbia,11,2001.0,Cannabis (derivatives),T40.7,Suppressed,574504
1886,,District of Columbia,11,2001.0,Lysergide [LSD],T40.8,Suppressed,574504
1887,,District of Columbia,11,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,574504
1888,Total,District of Columbia,11,2001.0,,,104,574504
1889,,District of Columbia,11,2002.0,Opium,T40.0,Suppressed,573158
1890,,District of Columbia,11,2002.0,Heroin,T40.1,Suppressed,573158
1891,,District of Columbia,11,2002.0,Other opioids,T40.2,Suppressed,573158
1892,,District of Columbia,11,2002.0,Methadone,T40.3,Suppressed,573158
1893,,District of Columbia,11,2002.0,Other synthetic narcotics,T40.4,Suppressed,573158
1894,,District of Columbia,11,2002.0,Cocaine,T40.5,37,573158
1895,,District of Columbia,11,2002.0,Other and unspecified narcotics,T40.6,20,573158
1896,,District of Columbia,11,2002.0,Cannabis (derivatives),T40.7,Suppressed,573158
1897,,District of Columbia,11,2002.0,Lysergide [LSD],T40.8,Suppressed,573158
1898,,District of Columbia,11,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,573158
1899,Total,District of Columbia,11,2002.0,,,67,573158
1900,,District of Columbia,11,2003.0,Opium,T40.0,Suppressed,568502
1901,,District of Columbia,11,2003.0,Heroin,T40.1,Suppressed,568502
1902,,District of Columbia,11,2003.0,Other opioids,T40.2,Suppressed,568502
1903,,District of Columbia,11,2003.0,Methadone,T40.3,10,568502
1904,,District of Columbia,11,2003.0,Other synthetic narcotics,T40.4,Suppressed,568502
1905,,District of Columbia,11,2003.0,Cocaine,T40.5,59,568502
1906,,District of Columbia,11,2003.0,Other and unspecified narcotics,T40.6,43,568502
1907,,District of Columbia,11,2003.0,Cannabis (derivatives),T40.7,Suppressed,568502
1908,,District of Columbia,11,2003.0,Lysergide [LSD],T40.8,Suppressed,568502
1909,,District of Columbia,11,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,568502
1910,Total,District of Columbia,11,2003.0,,,119,568502
1911,,District of Columbia,11,2004.0,Opium,T40.0,Suppressed,567754
1912,,District of Columbia,11,2004.0,Heroin,T40.1,Suppressed,567754
1913,,District of Columbia,11,2004.0,Other opioids,T40.2,19,567754
1914,,District of Columbia,11,2004.0,Methadone,T40.3,Suppressed,567754
1915,,District of Columbia,11,2004.0,Other synthetic narcotics,T40.4,Suppressed,567754
1916,,District of Columbia,11,2004.0,Cocaine,T40.5,44,567754
1917,,District of Columbia,11,2004.0,Other and unspecified narcotics,T40.6,22,567754
1918,,District of Columbia,11,2004.0,Cannabis (derivatives),T40.7,Suppressed,567754
1919,,District of Columbia,11,2004.0,Lysergide [LSD],T40.8,Suppressed,567754
1920,,District of Columbia,11,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,567754
1921,Total,District of Columbia,11,2004.0,,,101,567754
1922,,District of Columbia,11,2005.0,Opium,T40.0,Suppressed,567136
1923,,District of Columbia,11,2005.0,Heroin,T40.1,Suppressed,567136
1924,,District of Columbia,11,2005.0,Other opioids,T40.2,Suppressed,567136
1925,,District of Columbia,11,2005.0,Methadone,T40.3,10,567136
1926,,District of Columbia,11,2005.0,Other synthetic narcotics,T40.4,Suppressed,567136
1927,,District of Columbia,11,2005.0,Cocaine,T40.5,40,567136
1928,,District of Columbia,11,2005.0,Other and unspecified narcotics,T40.6,25,567136
1929,,District of Columbia,11,2005.0,Cannabis (derivatives),T40.7,Suppressed,567136
1930,,District of Columbia,11,2005.0,Lysergide [LSD],T40.8,Suppressed,567136
1931,,District of Columbia,11,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,567136
1932,Total,District of Columbia,11,2005.0,,,86,567136
1933,,District of Columbia,11,2006.0,Opium,T40.0,Suppressed,570681
