,State,Year,Multiple Cause of death,Population,Deaths,Crude Rate
1534,Indiana,2011,Other opioids,6516922,185,2.84
1535,Indiana,2012,Cocaine,6537334,44,0.67
1536,Indiana,2012,Heroin,6537334,118,1.81
1537,Indiana,2012,Methadone,6537334,50,0.76
1538,Indiana,2012,Other narcotics,6537334,108,1.65
1539,Indiana,2012,Other opioids,6537334,146,2.23
1540,Indiana,2013,Cocaine,6570902,54,0.82
1541,Indiana,2013,Heroin,6570902,164,2.5
1542,Indiana,2013,Methadone,6570902,36,0.55
1543,Indiana,2013,Other narcotics,6570902,96,1.46
1544,Indiana,2013,Other opioids,6570902,122,1.86
1545,Indiana,2014,Cocaine,6596855,60,0.91
1546,Indiana,2014,Heroin,6596855,174,2.64
1547,Indiana,2014,Methadone,6596855,40,0.61
1548,Indiana,2014,Other narcotics,6596855,155,2.35
1549,Indiana,2014,Other opioids,6596855,162,2.46
1550,Indiana,2015,Cocaine,6619680,72,1.09
1551,Indiana,2015,Heroin,6619680,242,3.66
1552,Indiana,2015,Methadone,6619680,37,0.56
1553,Indiana,2015,Other narcotics,6619680,213,3.22
1554,Indiana,2015,Other opioids,6619680,163,2.46
1555,Indiana,2016,Cocaine,6633053,121,1.82
1556,Indiana,2016,Heroin,6633053,303,4.57
1557,Indiana,2016,Methadone,6633053,39,0.59
1558,Indiana,2016,Other narcotics,6633053,414,6.24
1559,Indiana,2016,Other opioids,6633053,247,3.72
1560,Indiana,2017,Cocaine,6666818,265,3.97
1561,Indiana,2017,Heroin,6666818,331,4.96
1562,Indiana,2017,Methadone,6666818,51,0.76
1563,Indiana,2017,Other narcotics,6666818,807,12.1
1564,Indiana,2017,Other opioids,6666818,403,6.04
1565,Indiana,2018,Cocaine,6691878,270,4.03
1566,Indiana,2018,Heroin,6691878,316,4.72
1567,Indiana,2018,Methadone,6691878,60,0.9
1568,Indiana,2018,Other narcotics,6691878,797,11.91
1569,Indiana,2018,Other opioids,6691878,343,5.13
1570,Indiana,2019,Cocaine,6732219,296,4.4
1571,Indiana,2019,Heroin,6732219,313,4.65
1572,Indiana,2019,Methadone,6732219,56,0.83
1573,Indiana,2019,Other narcotics,6732219,976,14.5
1574,Indiana,2019,Other opioids,6732219,366,5.44
1575,Iowa,1999,Cocaine,2917634,5,0.17
1576,Iowa,1999,Heroin,2917634,5,0.17
1577,Iowa,1999,Methadone,2917634,5,0.17
1578,Iowa,1999,Other narcotics,2917634,10,0.34
1579,Iowa,1999,Other opioids,2917634,5,0.17
1580,Iowa,2000,Cocaine,2926324,12,0.41
1581,Iowa,2000,Heroin,2926324,5,0.17
1582,Iowa,2000,Methadone,2926324,5,0.17
1583,Iowa,2000,Other narcotics,2926324,10,0.34
1584,Iowa,2000,Other opioids,2926324,5,0.17
1585,Iowa,2001,Cocaine,2931997,5,0.17
1586,Iowa,2001,Heroin,2931997,5,0.17
1587,Iowa,2001,Methadone,2931997,5,0.17
1588,Iowa,2001,Other narcotics,2931997,10,0.34
1589,Iowa,2001,Other opioids,2931997,15,0.51
1590,Iowa,2002,Cocaine,2934234,14,0.48
1591,Iowa,2002,Heroin,2934234,5,0.17
1592,Iowa,2002,Methadone,2934234,5,0.17
1593,Iowa,2002,Other narcotics,2934234,16,0.55
1594,Iowa,2002,Other opioids,2934234,20,0.68
1595,Iowa,2003,Cocaine,2941999,14,0.48
1596,Iowa,2003,Heroin,2941999,5,0.17
1597,Iowa,2003,Methadone,2941999,5,0.17
1598,Iowa,2003,Other narcotics,2941999,18,0.61
1599,Iowa,2003,Other opioids,2941999,18,0.61
1600,Iowa,2004,Cocaine,2953635,17,0.58
1601,Iowa,2004,Heroin,2953635,5,0.17
1602,Iowa,2004,Methadone,2953635,12,0.41
1603,Iowa,2004,Other narcotics,2953635,19,0.64
1604,Iowa,2004,Other opioids,2953635,36,1.22
1605,Iowa,2005,Cocaine,2964454,21,0.71
1606,Iowa,2005,Heroin,2964454,5,0.17
1607,Iowa,2005,Methadone,2964454,23,0.78
1608,Iowa,2005,Other narcotics,2964454,10,0.34
1609,Iowa,2005,Other opioids,2964454,38,1.28
1610,Iowa,2006,Cocaine,2982644,23,0.77
1611,Iowa,2006,Heroin,2982644,5,0.17
1612,Iowa,2006,Methadone,2982644,24,0.8
1613,Iowa,2006,Other narcotics,2982644,28,0.94
1614,Iowa,2006,Other opioids,2982644,54,1.81
1615,Iowa,2007,Cocaine,2999212,23,0.77
1616,Iowa,2007,Heroin,2999212,5,0.17
1617,Iowa,2007,Methadone,2999212,37,1.23
1618,Iowa,2007,Other narcotics,2999212,32,1.07
1619,Iowa,2007,Other opioids,2999212,56,1.87
1620,Iowa,2008,Cocaine,3016734,19,0.63
1621,Iowa,2008,Heroin,3016734,10,0.33
1622,Iowa,2008,Methadone,3016734,29,0.96
1623,Iowa,2008,Other narcotics,3016734,40,1.33
1624,Iowa,2008,Other opioids,3016734,85,2.82
1625,Iowa,2009,Cocaine,3032870,22,0.73
1626,Iowa,2009,Heroin,3032870,10,0.33
1627,Iowa,2009,Methadone,3032870,34,1.12
1628,Iowa,2009,Other narcotics,3032870,50,1.65
1629,Iowa,2009,Other opioids,3032870,86,2.84
1630,Iowa,2010,Cocaine,3046355,31,1.02
1631,Iowa,2010,Heroin,3046355,5,0.16
1632,Iowa,2010,Methadone,3046355,44,1.44
1633,Iowa,2010,Other narcotics,3046355,63,2.07
1634,Iowa,2010,Other opioids,3046355,84,2.76
1635,Iowa,2011,Cocaine,3062309,5,0.16
1636,Iowa,2011,Heroin,3062309,14,0.46
1637,Iowa,2011,Methadone,3062309,39,1.27
1638,Iowa,2011,Other narcotics,3062309,64,2.09
1639,Iowa,2011,Other opioids,3062309,95,3.1
1640,Iowa,2012,Cocaine,3074186,14,0.46
1641,Iowa,2012,Heroin,3074186,14,0.46
1642,Iowa,2012,Methadone,3074186,43,1.4
1643,Iowa,2012,Other narcotics,3074186,52,1.69
1644,Iowa,2012,Other opioids,3074186,109,3.55
1645,Iowa,2013,Cocaine,3090416,17,0.55
1646,Iowa,2013,Heroin,3090416,32,1.04
1647,Iowa,2013,Methadone,3090416,27,0.87
1648,Iowa,2013,Other narcotics,3090416,55,1.78
1649,Iowa,2013,Other opioids,3090416,110,3.56
1650,Iowa,2014,Cocaine,3107126,19,0.61
1651,Iowa,2014,Heroin,3107126,37,1.19
1652,Iowa,2014,Methadone,3107126,19,0.61
1653,Iowa,2014,Other narcotics,3107126,56,1.8
1654,Iowa,2014,Other opioids,3107126,89,2.86
1655,Iowa,2015,Cocaine,3123899,19,0.61
1656,Iowa,2015,Heroin,3123899,46,1.47
1657,Iowa,2015,Methadone,3123899,26,0.83
1658,Iowa,2015,Other narcotics,3123899,70,2.24
1659,Iowa,2015,Other opioids,3123899,81,2.59
1660,Iowa,2016,Cocaine,3134693,20,0.64
1661,Iowa,2016,Heroin,3134693,48,1.53
1662,Iowa,2016,Methadone,3134693,14,0.45
1663,Iowa,2016,Other narcotics,3134693,77,2.46
1664,Iowa,2016,Other opioids,3134693,87,2.78
1665,Iowa,2017,Cocaine,3145711,19,0.6
1666,Iowa,2017,Heroin,3145711,62,1.97
1667,Iowa,2017,Methadone,3145711,17,0.54
1668,Iowa,2017,Other narcotics,3145711,109,3.47
1669,Iowa,2017,Other opioids,3145711,98,3.12
1670,Iowa,2018,Cocaine,3156145,14,0.44
1671,Iowa,2018,Heroin,3156145,37,1.17
1672,Iowa,2018,Methadone,3156145,10,0.32
1673,Iowa,2018,Other narcotics,3156145,88,2.79
1674,Iowa,2018,Other opioids,3156145,59,1.87
1675,Iowa,2019,Cocaine,3155070,24,0.76
1676,Iowa,2019,Heroin,3155070,45,1.43
1677,Iowa,2019,Methadone,3155070,13,0.41
1678,Iowa,2019,Other narcotics,3155070,109,3.45
1679,Iowa,2019,Other opioids,3155070,62,1.97
1680,Kansas,1999,Cocaine,2678338,11,0.41
1681,Kansas,1999,Heroin,2678338,5,0.19
1682,Kansas,1999,Methadone,2678338,5,0.19
1683,Kansas,1999,Other narcotics,2678338,10,0.37
1684,Kansas,1999,Other opioids,2678338,10,0.37
1685,Kansas,2000,Cocaine,2688418,23,0.86
1686,Kansas,2000,Heroin,2688418,5,0.19
1687,Kansas,2000,Methadone,2688418,5,0.19
1688,Kansas,2000,Other narcotics,2688418,10,0.37
1689,Kansas,2000,Other opioids,2688418,10,0.37
1690,Kansas,2001,Cocaine,2702162,18,0.67
1691,Kansas,2001,Heroin,2702162,5,0.19
1692,Kansas,2001,Methadone,2702162,5,0.19
1693,Kansas,2001,Other narcotics,2702162,16,0.59
1694,Kansas,2001,Other opioids,2702162,22,0.81
1695,Kansas,2002,Cocaine,2713535,25,0.92
1696,Kansas,2002,Heroin,2713535,5,0.18
1697,Kansas,2002,Methadone,2713535,27,1.0
1698,Kansas,2002,Other narcotics,2713535,23,0.85
1699,Kansas,2002,Other opioids,2713535,45,1.66
1700,Kansas,2003,Cocaine,2723004,32,1.18
1701,Kansas,2003,Heroin,2723004,5,0.18
1702,Kansas,2003,Methadone,2723004,23,0.84
1703,Kansas,2003,Other narcotics,2723004,10,0.37
1704,Kansas,2003,Other opioids,2723004,41,1.51
1705,Kansas,2004,Cocaine,2734373,37,1.35
1706,Kansas,2004,Heroin,2734373,5,0.18
1707,Kansas,2004,Methadone,2734373,33,1.21
1708,Kansas,2004,Other narcotics,2734373,35,1.28
1709,Kansas,2004,Other opioids,2734373,60,2.19
1710,Kansas,2005,Cocaine,2745299,38,1.38
1711,Kansas,2005,Heroin,2745299,5,0.18
1712,Kansas,2005,Methadone,2745299,47,1.71
1713,Kansas,2005,Other narcotics,2745299,23,0.84
1714,Kansas,2005,Other opioids,2745299,55,2.0
1715,Kansas,2006,Cocaine,2762931,52,1.88
1716,Kansas,2006,Heroin,2762931,5,0.18
1717,Kansas,2006,Methadone,2762931,46,1.66
1718,Kansas,2006,Other narcotics,2762931,26,0.94
1719,Kansas,2006,Other opioids,2762931,65,2.35
1720,Kansas,2007,Cocaine,2783785,42,1.51
1721,Kansas,2007,Heroin,2783785,5,0.18
1722,Kansas,2007,Methadone,2783785,48,1.72
1723,Kansas,2007,Other narcotics,2783785,24,0.86
1724,Kansas,2007,Other opioids,2783785,63,2.26
1725,Kansas,2008,Cocaine,2808076,15,0.53
1726,Kansas,2008,Heroin,2808076,5,0.18
1727,Kansas,2008,Methadone,2808076,23,0.82
1728,Kansas,2008,Other narcotics,2808076,24,0.85
1729,Kansas,2008,Other opioids,2808076,53,1.89
1730,Kansas,2009,Cocaine,2832704,14,0.49
1731,Kansas,2009,Heroin,2832704,11,0.39
1732,Kansas,2009,Methadone,2832704,47,1.66
1733,Kansas,2009,Other narcotics,2832704,47,1.66
1734,Kansas,2009,Other opioids,2832704,68,2.4
1735,Kansas,2010,Cocaine,2853118,18,0.63
1736,Kansas,2010,Heroin,2853118,5,0.18
1737,Kansas,2010,Methadone,2853118,30,1.05
1738,Kansas,2010,Other narcotics,2853118,24,0.84
1739,Kansas,2010,Other opioids,2853118,56,1.96
1740,Kansas,2011,Cocaine,2871238,27,0.94
1741,Kansas,2011,Heroin,2871238,5,0.17
1742,Kansas,2011,Methadone,2871238,28,0.98
1743,Kansas,2011,Other narcotics,2871238,30,1.04
1744,Kansas,2011,Other opioids,2871238,81,2.82
1745,Kansas,2012,Cocaine,2885905,13,0.45
1746,Kansas,2012,Heroin,2885905,16,0.55
1747,Kansas,2012,Methadone,2885905,34,1.18
1748,Kansas,2012,Other narcotics,2885905,50,1.73
1749,Kansas,2012,Other opioids,2885905,98,3.4
1750,Kansas,2013,Cocaine,2893957,17,0.59
1751,Kansas,2013,Heroin,2893957,13,0.45
1752,Kansas,2013,Methadone,2893957,31,1.07
1753,Kansas,2013,Other narcotics,2893957,45,1.55
1754,Kansas,2013,Other opioids,2893957,96,3.32
1755,Kansas,2014,Cocaine,2904021,19,0.65
1756,Kansas,2014,Heroin,2904021,19,0.65
1757,Kansas,2014,Methadone,2904021,35,1.21
1758,Kansas,2014,Other narcotics,2904021,49,1.69
1759,Kansas,2014,Other opioids,2904021,100,3.44
1760,Kansas,2015,Cocaine,2911641,19,0.65
1761,Kansas,2015,Heroin,2911641,21,0.72
1762,Kansas,2015,Methadone,2911641,26,0.89
1763,Kansas,2015,Other narcotics,2911641,44,1.51
1764,Kansas,2015,Other opioids,2911641,87,2.99
1765,Kansas,2016,Cocaine,2907289,15,0.52
1766,Kansas,2016,Heroin,2907289,32,1.1
1767,Kansas,2016,Methadone,2907289,12,0.41
1768,Kansas,2016,Other narcotics,2907289,43,1.48
1769,Kansas,2016,Other opioids,2907289,95,3.27
1770,Kansas,2017,Cocaine,2913123,30,1.03
1771,Kansas,2017,Heroin,2913123,25,0.86
1772,Kansas,2017,Methadone,2913123,20,0.69
1773,Kansas,2017,Other narcotics,2913123,39,1.34
1774,Kansas,2017,Other opioids,2913123,84,2.88
1775,Kansas,2018,Cocaine,2911505,33,1.13
1776,Kansas,2018,Heroin,2911505,33,1.13
1777,Kansas,2018,Methadone,2911505,16,0.55
1778,Kansas,2018,Other narcotics,2911505,57,1.96
1779,Kansas,2018,Other opioids,2911505,82,2.82
1780,Kansas,2019,Cocaine,2913314,39,1.34
1781,Kansas,2019,Heroin,2913314,44,1.51
1782,Kansas,2019,Methadone,2913314,18,0.62
1783,Kansas,2019,Other narcotics,2913314,80,2.75
1784,Kansas,2019,Other opioids,2913314,80,2.75
1785,Kentucky,1999,Cocaine,4018053,22,0.55
1786,Kentucky,1999,Heroin,4018053,5,0.12
1787,Kentucky,1999,Methadone,4018053,5,0.12
1788,Kentucky,1999,Other narcotics,4018053,16,0.4
1789,Kentucky,1999,Other opioids,4018053,38,0.95
1790,Kentucky,2000,Cocaine,4041769,19,0.47
1791,Kentucky,2000,Heroin,4041769,5,0.12
1792,Kentucky,2000,Methadone,4041769,29,0.72
1793,Kentucky,2000,Other narcotics,4041769,36,0.89
1794,Kentucky,2000,Other opioids,4041769,52,1.29
1795,Kentucky,2001,Cocaine,4068132,31,0.76
1796,Kentucky,2001,Heroin,4068132,5,0.12
1797,Kentucky,2001,Methadone,4068132,51,1.25
1798,Kentucky,2001,Other narcotics,4068132,47,1.16
1799,Kentucky,2001,Other opioids,4068132,90,2.21
1800,Kentucky,2002,Cocaine,4089875,40,0.98
1801,Kentucky,2002,Heroin,4089875,5,0.12
1802,Kentucky,2002,Methadone,4089875,80,1.96
1803,Kentucky,2002,Other narcotics,4089875,64,1.56
1804,Kentucky,2002,Other opioids,4089875,86,2.1
1805,Kentucky,2003,Cocaine,4117170,43,1.04
1806,Kentucky,2003,Heroin,4117170,5,0.12
1807,Kentucky,2003,Methadone,4117170,131,3.18
1808,Kentucky,2003,Other narcotics,4117170,63,1.53
1809,Kentucky,2003,Other opioids,4117170,98,2.38
1810,Kentucky,2004,Cocaine,4146101,56,1.35
1811,Kentucky,2004,Heroin,4146101,5,0.12
1812,Kentucky,2004,Methadone,4146101,138,3.33
1813,Kentucky,2004,Other narcotics,4146101,65,1.57
1814,Kentucky,2004,Other opioids,4146101,97,2.34
1815,Kentucky,2005,Cocaine,4182742,74,1.77
1816,Kentucky,2005,Heroin,4182742,5,0.12
1817,Kentucky,2005,Methadone,4182742,158,3.78
1818,Kentucky,2005,Other narcotics,4182742,74,1.77
1819,Kentucky,2005,Other opioids,4182742,136,3.25
1820,Kentucky,2006,Cocaine,4219239,97,2.3
1821,Kentucky,2006,Heroin,4219239,5,0.12
1822,Kentucky,2006,Methadone,4219239,173,4.1
1823,Kentucky,2006,Other narcotics,4219239,82,1.94
1824,Kentucky,2006,Other opioids,4219239,175,4.15
1825,Kentucky,2007,Cocaine,4256672,81,1.9
1826,Kentucky,2007,Heroin,4256672,5,0.12
1827,Kentucky,2007,Methadone,4256672,157,3.69
1828,Kentucky,2007,Other narcotics,4256672,72,1.69
1829,Kentucky,2007,Other opioids,4256672,194,4.56
1830,Kentucky,2008,Cocaine,4289878,61,1.42
1831,Kentucky,2008,Heroin,4289878,12,0.28
1832,Kentucky,2008,Methadone,4289878,130,3.03
1833,Kentucky,2008,Other narcotics,4289878,82,1.91
1834,Kentucky,2008,Other opioids,4289878,236,5.5
1835,Kentucky,2009,Cocaine,4317074,41,0.95
1836,Kentucky,2009,Heroin,4317074,24,0.56
1837,Kentucky,2009,Methadone,4317074,96,2.22
1838,Kentucky,2009,Other narcotics,4317074,109,2.52
1839,Kentucky,2009,Other opioids,4317074,306,7.09
1840,Kentucky,2010,Cocaine,4339367,42,0.97
1841,Kentucky,2010,Heroin,4339367,37,0.85
1842,Kentucky,2010,Methadone,4339367,119,2.74
1843,Kentucky,2010,Other narcotics,4339367,94,2.17
1844,Kentucky,2010,Other opioids,4339367,467,10.76
1845,Kentucky,2011,Cocaine,4369356,40,0.92
1846,Kentucky,2011,Heroin,4369356,55,1.26
1847,Kentucky,2011,Methadone,4369356,104,2.38
1848,Kentucky,2011,Other narcotics,4369356,167,3.82
1849,Kentucky,2011,Other opioids,4369356,501,11.47
1850,Kentucky,2012,Cocaine,4380415,59,1.35
1851,Kentucky,2012,Heroin,4380415,147,3.36
1852,Kentucky,2012,Methadone,4380415,83,1.89
1853,Kentucky,2012,Other narcotics,4380415,176,4.02
1854,Kentucky,2012,Other opioids,4380415,420,9.59
1855,Kentucky,2013,Cocaine,4395295,80,1.82
1856,Kentucky,2013,Heroin,4395295,216,4.91
1857,Kentucky,2013,Methadone,4395295,73,1.66
1858,Kentucky,2013,Other narcotics,4395295,177,4.03
1859,Kentucky,2013,Other opioids,4395295,362,8.24
1860,Kentucky,2014,Cocaine,4413457,75,1.7
1861,Kentucky,2014,Heroin,4413457,232,5.26
1862,Kentucky,2014,Methadone,4413457,63,1.43
1863,Kentucky,2014,Other narcotics,4413457,266,6.03
1864,Kentucky,2014,Other opioids,4413457,368,8.34
1865,Kentucky,2015,Cocaine,4425092,103,2.33
1866,Kentucky,2015,Heroin,4425092,311,7.03
1867,Kentucky,2015,Methadone,4425092,61,1.38
1868,Kentucky,2015,Other narcotics,4425092,383,8.66
1869,Kentucky,2015,Other opioids,4425092,398,8.99
1870,Kentucky,2016,Cocaine,4436974,151,3.4
1871,Kentucky,2016,Heroin,4436974,314,7.08
1872,Kentucky,2016,Methadone,4436974,50,1.13
1873,Kentucky,2016,Other narcotics,4436974,540,12.17
1874,Kentucky,2016,Other opioids,4436974,418,9.42
1875,Kentucky,2017,Cocaine,4454189,194,4.36
1876,Kentucky,2017,Heroin,4454189,275,6.17
1877,Kentucky,2017,Methadone,4454189,53,1.19
1878,Kentucky,2017,Other narcotics,4454189,868,19.49
1879,Kentucky,2017,Other opioids,4454189,410,9.2
1880,Kentucky,2018,Cocaine,4468402,137,3.07
1881,Kentucky,2018,Heroin,4468402,140,3.13
1882,Kentucky,2018,Methadone,4468402,39,0.87
1883,Kentucky,2018,Other narcotics,4468402,795,17.79
1884,Kentucky,2018,Other opioids,4468402,303,6.78
1885,Kentucky,2019,Cocaine,4467673,127,2.84
1886,Kentucky,2019,Heroin,4467673,153,3.42
1887,Kentucky,2019,Methadone,4467673,30,0.67
1888,Kentucky,2019,Other narcotics,4467673,896,20.06
1889,Kentucky,2019,Other opioids,4467673,334,7.48
1890,Louisiana,1999,Cocaine,4460811,45,1.01
1891,Louisiana,1999,Heroin,4460811,5,0.11
1892,Louisiana,1999,Methadone,4460811,5,0.11
1893,Louisiana,1999,Other narcotics,4460811,10,0.22
1894,Louisiana,1999,Other opioids,4460811,10,0.22
1895,Louisiana,2000,Cocaine,4468976,30,0.67
1896,Louisiana,2000,Heroin,4468976,5,0.11
1897,Louisiana,2000,Methadone,4468976,5,0.11
1898,Louisiana,2000,Other narcotics,4468976,26,0.58
1899,Louisiana,2000,Other opioids,4468976,24,0.54
1900,Louisiana,2001,Cocaine,4477875,42,0.94
1901,Louisiana,2001,Heroin,4477875,5,0.11
1902,Louisiana,2001,Methadone,4477875,23,0.51
1903,Louisiana,2001,Other narcotics,4477875,29,0.65
1904,Louisiana,2001,Other opioids,4477875,46,1.03
1905,Louisiana,2002,Cocaine,4497267,52,1.16
1906,Louisiana,2002,Heroin,4497267,5,0.11
1907,Louisiana,2002,Methadone,4497267,46,1.02
1908,Louisiana,2002,Other narcotics,4497267,27,0.6
1909,Louisiana,2002,Other opioids,4497267,44,0.98
1910,Louisiana,2003,Cocaine,4521042,88,1.95
1911,Louisiana,2003,Heroin,4521042,5,0.11
1912,Louisiana,2003,Methadone,4521042,58,1.28
1913,Louisiana,2003,Other narcotics,4521042,23,0.51
1914,Louisiana,2003,Other opioids,4521042,56,1.24
1915,Louisiana,2004,Cocaine,4552238,69,1.52
1916,Louisiana,2004,Heroin,4552238,5,0.11
1917,Louisiana,2004,Methadone,4552238,76,1.67
1918,Louisiana,2004,Other narcotics,4552238,35,0.77
1919,Louisiana,2004,Other opioids,4552238,61,1.34
1920,Louisiana,2005,Cocaine,4576628,114,2.49
1921,Louisiana,2005,Heroin,4576628,5,0.11
1922,Louisiana,2005,Methadone,4576628,106,2.32
1923,Louisiana,2005,Other narcotics,4576628,33,0.72
1924,Louisiana,2005,Other opioids,4576628,60,1.31
1925,Louisiana,2006,Cocaine,4302665,156,3.63
1926,Louisiana,2006,Heroin,4302665,15,0.35
1927,Louisiana,2006,Methadone,4302665,122,2.84
1928,Louisiana,2006,Other narcotics,4302665,35,0.81
1929,Louisiana,2006,Other opioids,4302665,66,1.53
1930,Louisiana,2007,Cocaine,4375581,144,3.29
1931,Louisiana,2007,Heroin,4375581,5,0.11
1932,Louisiana,2007,Methadone,4375581,115,2.63
1933,Louisiana,2007,Other narcotics,4375581,44,1.01
1934,Louisiana,2007,Other opioids,4375581,93,2.13
1935,Louisiana,2008,Cocaine,4435586,83,1.87
1936,Louisiana,2008,Heroin,4435586,14,0.32
1937,Louisiana,2008,Methadone,4435586,52,1.17
1938,Louisiana,2008,Other narcotics,4435586,30,0.68
1939,Louisiana,2008,Other opioids,4435586,62,1.4
1940,Louisiana,2009,Cocaine,4491648,60,1.34
1941,Louisiana,2009,Heroin,4491648,12,0.27
1942,Louisiana,2009,Methadone,4491648,19,0.42
1943,Louisiana,2009,Other narcotics,4491648,46,1.02
1944,Louisiana,2009,Other opioids,4491648,62,1.38
1945,Louisiana,2010,Cocaine,4533372,62,1.37
1946,Louisiana,2010,Heroin,4533372,15,0.33
1947,Louisiana,2010,Methadone,4533372,18,0.4
1948,Louisiana,2010,Other narcotics,4533372,35,0.77
1949,Louisiana,2010,Other opioids,4533372,71,1.57
1950,Louisiana,2011,Cocaine,4574836,78,1.7
1951,Louisiana,2011,Heroin,4574836,17,0.37
1952,Louisiana,2011,Methadone,4574836,15,0.33
1953,Louisiana,2011,Other narcotics,4574836,39,0.85
1954,Louisiana,2011,Other opioids,4574836,60,1.31
1955,Louisiana,2012,Cocaine,4601893,49,1.06
1956,Louisiana,2012,Heroin,4601893,52,1.13
1957,Louisiana,2012,Methadone,4601893,26,0.56
1958,Louisiana,2012,Other narcotics,4601893,46,1.0
1959,Louisiana,2012,Other opioids,4601893,80,1.74
1960,Louisiana,2013,Cocaine,4625470,72,1.56
1961,Louisiana,2013,Heroin,4625470,121,2.62
1962,Louisiana,2013,Methadone,4625470,21,0.45
1963,Louisiana,2013,Other narcotics,4625470,76,1.64
1964,Louisiana,2013,Other opioids,4625470,89,1.92
1965,Louisiana,2014,Cocaine,4649676,82,1.76
1966,Louisiana,2014,Heroin,4649676,109,2.34
1967,Louisiana,2014,Methadone,4649676,21,0.45
1968,Louisiana,2014,Other narcotics,4649676,83,1.79
1969,Louisiana,2014,Other opioids,4649676,94,2.02
1970,Louisiana,2015,Cocaine,4670724,104,2.23
1971,Louisiana,2015,Heroin,4670724,127,2.72
1972,Louisiana,2015,Methadone,4670724,17,0.36
1973,Louisiana,2015,Other narcotics,4670724,84,1.8
1974,Louisiana,2015,Other opioids,4670724,111,2.38
1975,Louisiana,2016,Cocaine,4681666,143,3.05
1976,Louisiana,2016,Heroin,4681666,150,3.2
1977,Louisiana,2016,Methadone,4681666,19,0.41
1978,Louisiana,2016,Other narcotics,4681666,139,2.97
1979,Louisiana,2016,Other opioids,4681666,118,2.52
1980,Louisiana,2017,Cocaine,4684333,164,3.5
1981,Louisiana,2017,Heroin,4684333,169,3.61
1982,Louisiana,2017,Methadone,4684333,12,0.26
1983,Louisiana,2017,Other narcotics,4684333,194,4.14
1984,Louisiana,2017,Other opioids,4684333,170,3.63
1985,Louisiana,2018,Cocaine,4659978,133,2.85
1986,Louisiana,2018,Heroin,4659978,173,3.71
1987,Louisiana,2018,Methadone,4659978,18,0.39
1988,Louisiana,2018,Other narcotics,4659978,241,5.17
1989,Louisiana,2018,Other opioids,4659978,145,3.11
1990,Louisiana,2019,Cocaine,4648794,132,2.84
1991,Louisiana,2019,Heroin,4648794,224,4.82
1992,Louisiana,2019,Methadone,4648794,24,0.52
1993,Louisiana,2019,Other narcotics,4648794,363,7.81
1994,Louisiana,2019,Other opioids,4648794,186,4.0
1995,Maine,1999,Cocaine,1266808,5,0.39
1996,Maine,1999,Heroin,1266808,5,0.39
1997,Maine,1999,Methadone,1266808,5,0.39
1998,Maine,1999,Other narcotics,1266808,15,1.18
1999,Maine,1999,Other opioids,1266808,11,0.87
2000,Maine,2000,Cocaine,1274923,5,0.39
2001,Maine,2000,Heroin,1274923,5,0.39
2002,Maine,2000,Methadone,1274923,20,1.57
2003,Maine,2000,Other narcotics,1274923,10,0.78
2004,Maine,2000,Other opioids,1274923,10,0.78
2005,Maine,2001,Cocaine,1285692,5,0.39
2006,Maine,2001,Heroin,1285692,5,0.39
2007,Maine,2001,Methadone,1285692,15,1.17
2008,Maine,2001,Other narcotics,1285692,27,2.1
2009,Maine,2001,Other opioids,1285692,21,1.63
2010,Maine,2002,Cocaine,1295960,5,0.39
2011,Maine,2002,Heroin,1295960,5,0.39
2012,Maine,2002,Methadone,1295960,50,3.86
2013,Maine,2002,Other narcotics,1295960,30,2.31
2014,Maine,2002,Other opioids,1295960,26,2.01
2015,Maine,2003,Cocaine,1306513,5,0.38
2016,Maine,2003,Heroin,1306513,5,0.38
2017,Maine,2003,Methadone,1306513,38,2.91
2018,Maine,2003,Other narcotics,1306513,26,1.99
2019,Maine,2003,Other opioids,1306513,31,2.37
